"","...1","...2","file_id","date","newspaper_name","newspaper_city","newspaper_state","URL","sn","year","month","day","edition","news_address","has_article_highlights","last_modified","num_annotations","flag_irrelevant","flag_bad_layout","flag_other","last_modified_by","last_modified_by_name","newspaper_state_clean"
"19139",19139,19139,35497,1894-04-27,"People's voice","Wellington","Sum","https://articleextractor.org/pages//35497/khi_goodnow_ver01/sn85032801/1894/04/27/ed-1/seq-6/0?user_id=6","sn85032801",1894,"04","27","ed-1","Wellington,  Sum",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19140",19140,19140,35498,1903-07-16,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35498/khi_gygax_ver01/sn82016014/1903/07/16/ed-1/seq-4/0?user_id=6","sn82016014",1903,"07","16","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19141",19141,19141,35499,1903-07-27,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35499/khi_gygax_ver01/sn82016014/1903/07/27/ed-1/seq-1/0?user_id=6","sn82016014",1903,"07","27","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19142",19142,19142,35500,1903-07-18,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35500/khi_gygax_ver01/sn82016014/1903/07/18/ed-1/seq-14/0?user_id=6","sn82016014",1903,"07","18","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19143",19143,19143,35501,1897-01-28,"People's voice","Wellington","Sum","https://articleextractor.org/pages//35501/khi_goodnow_ver01/sn85032801/1897/01/28/ed-1/seq-8/0?user_id=6","sn85032801",1897,"01","28","ed-1","Wellington,  Sum",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19144",19144,19144,35502,1903-07-28,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35502/khi_gygax_ver01/sn82016014/1903/07/28/ed-1/seq-4/0?user_id=6","sn82016014",1903,"07","28","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19145",19145,19145,35503,1903-07-18,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35503/khi_gygax_ver01/sn82016014/1903/07/18/ed-1/seq-1/0?user_id=6","sn82016014",1903,"07","18","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19146",19146,19146,35504,1903-07-15,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35504/khi_gygax_ver01/sn82016014/1903/07/15/ed-1/seq-3/0?user_id=6","sn82016014",1903,"07","15","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19147",19147,19147,35505,1903-07-20,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35505/khi_gygax_ver01/sn82016014/1903/07/20/ed-1/seq-1/0?user_id=6","sn82016014",1903,"07","20","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19148",19148,19148,35506,1903-07-30,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35506/khi_gygax_ver01/sn82016014/1903/07/30/ed-1/seq-4/0?user_id=6","sn82016014",1903,"07","30","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19149",19149,19149,35507,1903-08-12,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35507/khi_gygax_ver01/sn82016014/1903/08/12/ed-1/seq-7/0?user_id=6","sn82016014",1903,"08","12","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19150",19150,19150,35508,1893-01-06,"People's voice","Wellington","Sum","https://articleextractor.org/pages//35508/khi_goodnow_ver01/sn85032801/1893/01/06/ed-1/seq-7/0?user_id=6","sn85032801",1893,"01","06","ed-1","Wellington,  Sum",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19151",19151,19151,35509,1903-07-27,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35509/khi_gygax_ver01/sn82016014/1903/07/27/ed-1/seq-6/0?user_id=6","sn82016014",1903,"07","27","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19152",19152,19152,35510,1901-11-01,"Kansas agitator","Garnett","Kan","https://articleextractor.org/pages//35510/khi_goodnow_ver01/sn83040052/1901/11/01/ed-1/seq-4/0?user_id=6","sn83040052",1901,"11","01","ed-1","Garnett,  Kan",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19153",19153,19153,35517,1903-07-29,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35517/khi_gygax_ver01/sn82016014/1903/07/29/ed-1/seq-3/0?user_id=6","sn82016014",1903,"07","29","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19154",19154,19154,35518,1903-07-29,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35518/khi_gygax_ver01/sn82016014/1903/07/29/ed-1/seq-10/0?user_id=6","sn82016014",1903,"07","29","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19155",19155,19155,35519,1903-10-30,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35519/khi_gygax_ver01/sn82016014/1903/10/30/ed-1/seq-4/0?user_id=6","sn82016014",1903,"10","30","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19156",19156,19156,35520,1903-11-16,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35520/khi_gygax_ver01/sn82016014/1903/11/16/ed-1/seq-1/0?user_id=6","sn82016014",1903,"11","16","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19157",19157,19157,35521,1903-10-14,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35521/khi_gygax_ver01/sn82016014/1903/10/14/ed-1/seq-7/0?user_id=6","sn82016014",1903,"10","14","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19158",19158,19158,35522,1903-08-14,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35522/khi_gygax_ver01/sn82016014/1903/08/14/ed-1/seq-4/0?user_id=6","sn82016014",1903,"08","14","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19159",19159,19159,35523,1903-09-30,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35523/khi_gygax_ver01/sn82016014/1903/09/30/ed-1/seq-6/0?user_id=6","sn82016014",1903,"09","30","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19160",19160,19160,35524,1903-11-03,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35524/khi_gygax_ver01/sn82016014/1903/11/03/ed-1/seq-1/0?user_id=6","sn82016014",1903,"11","03","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19161",19161,19161,35525,1903-07-28,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35525/khi_gygax_ver01/sn82016014/1903/07/28/ed-1/seq-7/0?user_id=6","sn82016014",1903,"07","28","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19162",19162,19162,35526,1903-07-31,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35526/khi_gygax_ver01/sn82016014/1903/07/31/ed-1/seq-3/0?user_id=6","sn82016014",1903,"07","31","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19163",19163,19163,35529,1904-01-16,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35529/khi_gygax_ver01/sn82016014/1904/01/16/ed-1/seq-5/0?user_id=6","sn82016014",1904,"01","16","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19164",19164,19164,35530,1904-03-10,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35530/khi_gygax_ver01/sn82016014/1904/03/10/ed-1/seq-4/0?user_id=6","sn82016014",1904,"03","10","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19165",19165,19165,35531,1904-06-02,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35531/khi_gygax_ver01/sn82016014/1904/06/02/ed-1/seq-1/0?user_id=6","sn82016014",1904,"06","02","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19166",19166,19166,35532,1904-07-09,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35532/khi_gygax_ver01/sn82016014/1904/07/09/ed-1/seq-14/0?user_id=6","sn82016014",1904,"07","09","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19167",19167,19167,35533,1904-03-09,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35533/khi_gygax_ver01/sn82016014/1904/03/09/ed-1/seq-1/0?user_id=6","sn82016014",1904,"03","09","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19168",19168,19168,35534,1903-12-21,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35534/khi_gygax_ver01/sn82016014/1903/12/21/ed-1/seq-1/0?user_id=6","sn82016014",1903,"12","21","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19169",19169,19169,35541,1905-02-04,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35541/khi_gygax_ver01/sn82016014/1905/02/04/ed-1/seq-7/0?user_id=6","sn82016014",1905,"02","04","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19170",19170,19170,35542,1904-11-17,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35542/khi_gygax_ver01/sn82016014/1904/11/17/ed-1/seq-1/0?user_id=6","sn82016014",1904,"11","17","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19171",19171,19171,35543,1904-09-24,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35543/khi_gygax_ver01/sn82016014/1904/09/24/ed-1/seq-4/0?user_id=6","sn82016014",1904,"09","24","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19172",19172,19172,35544,1904-09-08,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35544/khi_gygax_ver01/sn82016014/1904/09/08/ed-1/seq-3/0?user_id=6","sn82016014",1904,"09","08","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19173",19173,19173,35545,1904-08-30,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35545/khi_gygax_ver01/sn82016014/1904/08/30/ed-1/seq-4/0?user_id=6","sn82016014",1904,"08","30","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19174",19174,19174,35547,1903-09-09,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35547/khi_gygax_ver01/sn82016014/1903/09/09/ed-1/seq-1/0?user_id=6","sn82016014",1903,"09","09","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19175",19175,19175,35548,1904-08-30,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35548/khi_gygax_ver01/sn82016014/1904/08/30/ed-1/seq-3/0?user_id=6","sn82016014",1904,"08","30","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19176",19176,19176,35549,1904-07-16,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35549/khi_gygax_ver01/sn82016014/1904/07/16/ed-1/seq-6/0?user_id=6","sn82016014",1904,"07","16","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19177",19177,19177,35550,1905-10-05,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35550/khi_gygax_ver01/sn82016014/1905/10/05/ed-1/seq-5/0?user_id=6","sn82016014",1905,"10","05","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19178",19178,19178,35551,1905-05-04,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35551/khi_gygax_ver01/sn82016014/1905/05/04/ed-1/seq-1/0?user_id=6","sn82016014",1905,"05","04","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19179",19179,19179,35552,1905-04-27,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35552/khi_gygax_ver01/sn82016014/1905/04/27/ed-1/seq-4/0?user_id=6","sn82016014",1905,"04","27","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19180",19180,19180,35553,1905-10-25,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35553/khi_gygax_ver01/sn82016014/1905/10/25/ed-1/seq-10/0?user_id=6","sn82016014",1905,"10","25","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19181",19181,19181,35554,1905-08-26,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35554/khi_gygax_ver01/sn82016014/1905/08/26/ed-1/seq-6/0?user_id=6","sn82016014",1905,"08","26","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19182",19182,19182,35555,1905-02-27,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35555/khi_gygax_ver01/sn82016014/1905/02/27/ed-1/seq-2/0?user_id=6","sn82016014",1905,"02","27","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19183",19183,19183,35556,1905-05-15,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35556/khi_gygax_ver01/sn82016014/1905/05/15/ed-1/seq-4/0?user_id=6","sn82016014",1905,"05","15","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19184",19184,19184,35557,1905-02-24,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35557/khi_gygax_ver01/sn82016014/1905/02/24/ed-1/seq-6/0?user_id=6","sn82016014",1905,"02","24","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19185",19185,19185,35558,1905-06-15,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35558/khi_gygax_ver01/sn82016014/1905/06/15/ed-1/seq-1/0?user_id=6","sn82016014",1905,"06","15","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19186",19186,19186,35559,1905-08-05,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35559/khi_gygax_ver01/sn82016014/1905/08/05/ed-1/seq-1/0?user_id=6","sn82016014",1905,"08","05","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19187",19187,19187,35560,1904-11-22,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35560/khi_gygax_ver01/sn82016014/1904/11/22/ed-1/seq-4/0?user_id=6","sn82016014",1904,"11","22","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19188",19188,19188,35561,1905-09-23,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35561/khi_gygax_ver01/sn82016014/1905/09/23/ed-1/seq-1/0?user_id=6","sn82016014",1905,"09","23","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19189",19189,19189,35562,1906-03-06,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35562/khi_gygax_ver01/sn82016014/1906/03/06/ed-1/seq-4/0?user_id=6","sn82016014",1906,"03","06","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19190",19190,19190,35563,1906-06-12,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35563/khi_gygax_ver01/sn82016014/1906/06/12/ed-1/seq-6/0?user_id=6","sn82016014",1906,"06","12","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19191",19191,19191,35567,1906-04-20,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35567/khi_gygax_ver01/sn82016014/1906/04/20/ed-1/seq-3/0?user_id=6","sn82016014",1906,"04","20","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19192",19192,19192,35568,1905-11-13,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35568/khi_gygax_ver01/sn82016014/1905/11/13/ed-1/seq-2/0?user_id=6","sn82016014",1905,"11","13","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19193",19193,19193,35569,1906-01-10,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35569/khi_gygax_ver01/sn82016014/1906/01/10/ed-1/seq-1/0?user_id=6","sn82016014",1906,"01","10","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19194",19194,19194,35570,1906-03-03,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35570/khi_gygax_ver01/sn82016014/1906/03/03/ed-1/seq-19/0?user_id=6","sn82016014",1906,"03","03","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19195",19195,19195,35571,1883-02-16,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35571/khi_harvey_ver03/sn82015080/1883/02/16/ed-1/seq-1/0?user_id=6","sn82015080",1883,"02","16","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19196",19196,19196,35572,1906-05-15,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35572/khi_gygax_ver01/sn82016014/1906/05/15/ed-1/seq-1/0?user_id=6","sn82016014",1906,"05","15","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19197",19197,19197,35573,1883-07-06,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35573/khi_harvey_ver03/sn82015080/1883/07/06/ed-1/seq-2/0?user_id=6","sn82015080",1883,"07","06","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19198",19198,19198,35574,1882-09-15,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35574/khi_harvey_ver03/sn82015080/1882/09/15/ed-1/seq-6/0?user_id=6","sn82015080",1882,"09","15","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19199",19199,19199,35575,1883-05-25,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35575/khi_harvey_ver03/sn82015080/1883/05/25/ed-1/seq-2/0?user_id=6","sn82015080",1883,"05","25","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19200",19200,19200,35576,1906-04-16,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35576/khi_gygax_ver01/sn82016014/1906/04/16/ed-1/seq-5/0?user_id=6","sn82016014",1906,"04","16","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19201",19201,19201,35577,1906-04-16,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35577/khi_gygax_ver01/sn82016014/1906/04/16/ed-1/seq-1/0?user_id=6","sn82016014",1906,"04","16","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19202",19202,19202,35578,1906-03-01,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35578/khi_gygax_ver01/sn82016014/1906/03/01/ed-1/seq-6/0?user_id=6","sn82016014",1906,"03","01","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19203",19203,19203,35579,1883-05-11,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35579/khi_harvey_ver03/sn82015080/1883/05/11/ed-1/seq-2/0?user_id=6","sn82015080",1883,"05","11","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19204",19204,19204,35580,1883-09-07,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35580/khi_harvey_ver03/sn82015080/1883/09/07/ed-1/seq-2/0?user_id=6","sn82015080",1883,"09","07","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19205",19205,19205,35581,1884-06-13,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35581/khi_harvey_ver03/sn82015080/1884/06/13/ed-1/seq-4/0?user_id=6","sn82015080",1884,"06","13","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19206",19206,19206,35582,1883-07-20,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35582/khi_harvey_ver03/sn82015080/1883/07/20/ed-1/seq-2/0?user_id=6","sn82015080",1883,"07","20","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19207",19207,19207,35583,1882-10-13,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35583/khi_harvey_ver03/sn82015080/1882/10/13/ed-1/seq-6/0?user_id=6","sn82015080",1882,"10","13","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19208",19208,19208,35587,1884-02-29,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35587/khi_harvey_ver03/sn82015080/1884/02/29/ed-1/seq-2/0?user_id=6","sn82015080",1884,"02","29","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19209",19209,19209,35588,1884-06-13,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35588/khi_harvey_ver03/sn82015080/1884/06/13/ed-1/seq-1/0?user_id=6","sn82015080",1884,"06","13","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19210",19210,19210,35589,1884-02-15,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35589/khi_harvey_ver03/sn82015080/1884/02/15/ed-1/seq-2/0?user_id=6","sn82015080",1884,"02","15","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19211",19211,19211,35590,1888-05-09,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35590/khi_harvey_ver03/sn82015080/1888/05/09/ed-1/seq-2/0?user_id=6","sn82015080",1888,"05","09","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19212",19212,19212,35591,1889-06-12,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35591/khi_harvey_ver03/sn82015080/1889/06/12/ed-1/seq-2/0?user_id=6","sn82015080",1889,"06","12","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19213",19213,19213,35592,1888-12-26,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35592/khi_harvey_ver03/sn82015080/1888/12/26/ed-1/seq-2/0?user_id=6","sn82015080",1888,"12","26","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19214",19214,19214,35593,1906-05-24,"The Topeka state journal","Topeka","Kansa","https://articleextractor.org/pages//35593/khi_gygax_ver01/sn82016014/1906/05/24/ed-1/seq-1/0?user_id=6","sn82016014",1906,"05","24","ed-1","Topeka,  Kansa",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19215",19215,19215,35594,1888-05-02,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35594/khi_harvey_ver03/sn82015080/1888/05/02/ed-1/seq-2/0?user_id=6","sn82015080",1888,"05","02","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19216",19216,19216,35595,1888-01-11,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35595/khi_harvey_ver03/sn82015080/1888/01/11/ed-1/seq-2/0?user_id=6","sn82015080",1888,"01","11","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19217",19217,19217,35596,1892-07-27,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35596/khi_harvey_ver03/sn82015080/1892/07/27/ed-1/seq-1/0?user_id=6","sn82015080",1892,"07","27","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19218",19218,19218,35597,1893-12-27,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35597/khi_harvey_ver03/sn82015080/1893/12/27/ed-1/seq-1/0?user_id=6","sn82015080",1893,"12","27","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19219",19219,19219,35598,1894-11-14,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35598/khi_harvey_ver03/sn82015080/1894/11/14/ed-1/seq-4/0?user_id=6","sn82015080",1894,"11","14","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19220",19220,19220,35599,1895-03-27,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35599/khi_harvey_ver03/sn82015080/1895/03/27/ed-1/seq-1/0?user_id=6","sn82015080",1895,"03","27","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19221",19221,19221,35600,1894-06-13,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35600/khi_harvey_ver03/sn82015080/1894/06/13/ed-1/seq-1/0?user_id=6","sn82015080",1894,"06","13","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19222",19222,19222,35601,1885-11-20,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35601/khi_harvey_ver03/sn82015080/1885/11/20/ed-1/seq-1/0?user_id=6","sn82015080",1885,"11","20","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19223",19223,19223,35602,1884-05-16,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35602/khi_harvey_ver03/sn82015080/1884/05/16/ed-1/seq-1/0?user_id=6","sn82015080",1884,"05","16","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
