"","...1","...2","file_id","date","newspaper_name","newspaper_city","newspaper_state","URL","sn","year","month","day","edition","news_address","has_article_highlights","last_modified","num_annotations","flag_irrelevant","flag_bad_layout","flag_other","last_modified_by","last_modified_by_name","newspaper_state_clean"
"90",90,90,89,1899-08-03,"Audubon Republican","Audubon","Iow","https://articleextractor.org/pages//89/iahi_gardevoir_ver02/sn87057928/1899/08/03/ed-1/seq-2/0?user_id=6","sn87057928",1899,"08","03","ed-1","Audubon,  Iow",0,2023-01-23 21:02:58,1,0,0,0,0,"null","IA"
"91",91,91,90,1900-11-16,"Santa Fe new Mexican","Santa Fe","N.M","https://articleextractor.org/pages//90/nmu_fleming_ver01/sn84020630/1900/11/16/ed-1/seq-1/0?user_id=6","sn84020630",1900,"11","16","ed-1","Santa Fe,  N.M",0,2023-01-23 21:02:58,1,0,0,0,0,"null","NM"
"92",92,92,91,1900-09-29,"Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//91/vi_eagles_ver01/sn85025007/1900/09/29/ed-1/seq-4/0?user_id=6","sn85025007",1900,"09","29","ed-1","Alexandria,  D.C",0,2023-01-23 21:02:58,1,0,0,0,0,"null","DC"
"93",93,93,92,1900-12-30,"The San Francisco call","San Francisco",NA,"https://articleextractor.org/pages//92/curiv_brea_ver01/sn85066387/1900/12/30/ed-1/seq-15/0?user_id=6","sn85066387",1900,"12","30","ed-1","San Francisco , NA",0,2023-01-23 21:02:58,1,0,0,0,0,"null",NA
"94",94,94,93,1900-11-09,"The Loup City northwestern","Loup City","Neb","https://articleextractor.org/pages//93/nbu_ancientbison_ver01/2018270203/1900/11/09/ed-1/seq-3/0?user_id=6","2018270203",1900,"11","09","ed-1","Loup City,  Neb",0,2023-01-23 21:02:58,1,0,0,0,0,"null","NE"
"95",95,95,94,1900-12-20,"Eagle River review","Eagle River","Wi","https://articleextractor.org/pages//94/whi_arbutus_ver01/sn85040614/1900/12/20/ed-1/seq-3/0?user_id=6","sn85040614",1900,"12","20","ed-1","Eagle River,  Wi",0,2023-01-23 21:02:58,1,0,0,0,0,"null","WI"
"96",96,96,95,1900-05-17,"The Norfolk weekly news.","Norfolk","Neb","https://articleextractor.org/pages//95/nbu_indianola_ver01/sn95070060/1900/05/17/ed-1/seq-1/0?user_id=6","sn95070060",1900,"05","17","ed-1","Norfolk,  Neb",0,2023-01-23 21:02:58,1,0,0,0,0,"null","NE"
"97",97,97,96,1899-06-21,"The Indianapolis journal","Indianapolis",NA,"https://articleextractor.org/pages//96/in_beveridge_ver01/sn82015679/1899/06/21/ed-1/seq-2/0?user_id=6","sn82015679",1899,"06","21","ed-1","Indianapolis , NA",0,2023-01-23 21:02:58,1,0,0,0,0,"null","IN"
"98",98,98,97,1900-02-06,"Gardnerville record.","Gardnerville","N","https://articleextractor.org/pages//97/nvln_jackpot_ver01/sn86076321/1900/02/06/ed-1/seq-1/0?user_id=6","sn86076321",1900,"02","06","ed-1","Gardnerville,  N",0,2023-01-23 21:02:58,1,0,0,0,0,"null","NV"
"99",99,99,98,1899-08-04,"The sun","New York",NA,"https://articleextractor.org/pages//98/nn_rumi_ver01/sn83030272/1899/08/04/ed-1/seq-1/0?user_id=6","sn83030272",1899,"08","04","ed-1","New York , NA",0,2023-01-23 21:02:58,1,0,0,0,0,"null",NA
"100",100,100,99,1900-12-13,"River Falls journal","River Falls","Pi","https://articleextractor.org/pages//99/whi_hegmeister_ver01/sn85033255/1900/12/13/ed-1/seq-2/0?user_id=6","sn85033255",1900,"12","13","ed-1","River Falls,  Pi",0,2023-01-23 21:02:58,1,0,0,0,0,"null","WI"
"101",101,101,100,1899-06-14,"New Ulm review.","New Ulm","Brown","https://articleextractor.org/pages//100/mnhi_audi_ver01/sn89081128/1899/06/14/ed-1/seq-2/0?user_id=6","sn89081128",1899,"06","14","ed-1","New Ulm,  Brown",0,2023-01-23 21:02:58,1,0,0,0,0,"null","MN"
"102",102,102,101,1899-04-27,"The Ohio Democrat.","Logan","O. [Ohio","https://articleextractor.org/pages//101/ohi_delta_ver01/sn87075048/1899/04/27/ed-1/seq-1/0?user_id=6","sn87075048",1899,"04","27","ed-1","Logan,  O. [Ohio",0,2023-08-10 19:31:10,0,1,0,0,9,"Generic User 3","OH"
"103",103,103,102,1899-08-18,"The Black Hills union","Rapid City","Pen","https://articleextractor.org/pages//102/sdhi_jayhawk_ver01/sn97065832/1899/08/18/ed-1/seq-2/0?user_id=6","sn97065832",1899,"08","18","ed-1","Rapid City,  Pen",0,2023-01-23 21:02:58,1,0,0,0,0,"null","SD"
"104",104,104,103,1900-10-18,"Fisherman & farmer","Edenton","N.C","https://articleextractor.org/pages//103/ncu_elk_ver01/sn91068084/1900/10/18/ed-1/seq-1/0?user_id=6","sn91068084",1900,"10","18","ed-1","Edenton,  N.C",0,2023-01-23 21:02:58,1,0,0,0,0,"null","NC"
"105",105,105,104,1899-07-10,"The Saint Paul globe.","St. Paul","Minn","https://articleextractor.org/pages//104/mnhi_lanesboro_ver01/sn90059523/1899/07/10/ed-1/seq-1/0?user_id=6","sn90059523",1899,"07","10","ed-1","St. Paul,  Minn",0,2023-01-23 21:02:58,1,0,0,0,0,"null","MN"
"106",106,106,105,1899-07-26,"The Guthrie daily leader","Guthrie","Okla","https://articleextractor.org/pages//105/okhi_ellis_ver01/sn86063952/1899/07/26/ed-1/seq-3/0?user_id=6","sn86063952",1899,"07","26","ed-1","Guthrie,  Okla",0,2023-01-23 21:02:58,1,0,0,0,0,"null","OK"
"107",107,107,106,1898-01-06,"River Falls journal","River Falls","Pi","https://articleextractor.org/pages//106/whi_hegmeister_ver01/sn85033255/1898/01/06/ed-1/seq-2/0?user_id=6","sn85033255",1898,"01","06","ed-1","River Falls,  Pi",0,2023-01-23 21:02:58,1,0,0,0,0,"null","WI"
"108",108,108,107,1899-06-06,"The Brunswick times","Brunswick","Ga","https://articleextractor.org/pages//107/gu_inspector_ver01/sn90052410/1899/06/06/ed-1/seq-4/0?user_id=6","sn90052410",1899,"06","06","ed-1","Brunswick,  Ga",0,2023-01-23 21:02:58,1,0,0,0,0,"null","GA"
"109",109,109,108,1909-11-05,"Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//108/vi_greenday_ver01/sn85025007/1909/11/05/ed-1/seq-2/0?user_id=6","sn85025007",1909,"11","05","ed-1","Alexandria,  D.C",0,2023-01-23 21:02:58,1,0,0,0,0,"null","DC"
"110",110,110,109,1909-06-07,"The Ocala evening star","Ocala","Fla","https://articleextractor.org/pages//109/fu_fifteen_ver01/sn84027621/1909/06/07/ed-1/seq-2/0?user_id=6","sn84027621",1909,"06","07","ed-1","Ocala,  Fla",0,2023-01-23 21:02:58,1,0,0,0,0,"null","FL"
"111",111,111,110,1909-09-23,"Santa Fe new Mexican","Santa Fe","N.M","https://articleextractor.org/pages//110/nmu_irving_ver01/sn84020630/1909/09/23/ed-1/seq-7/0?user_id=6","sn84020630",1909,"09","23","ed-1","Santa Fe,  N.M",0,2023-01-23 21:02:58,1,0,0,0,0,"null","NM"
"112",112,112,111,1909-12-30,"Mexico Missouri message.","Mexico","Audrain","https://articleextractor.org/pages//111/mohi_henri_ver01/sn89067273/1909/12/30/ed-1/seq-2/0?user_id=6","sn89067273",1909,"12","30","ed-1","Mexico,  Audrain",0,2023-01-23 21:02:58,1,0,0,0,0,"null","MO"
"113",113,113,112,1909-04-23,"The Kennewick courier","Kennewick","Wash","https://articleextractor.org/pages//112/wa_foss_ver01/sn87093029/1909/04/23/ed-1/seq-6/0?user_id=6","sn87093029",1909,"04","23","ed-1","Kennewick,  Wash",0,2023-01-23 21:02:58,1,0,0,0,0,"null","WA"
"114",114,114,113,1909-04-06,"Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//113/vi_greenday_ver01/sn85025007/1909/04/06/ed-1/seq-2/0?user_id=6","sn85025007",1909,"04","06","ed-1","Alexandria,  D.C",0,2023-01-23 21:02:58,1,0,0,0,0,"null","DC"
"115",115,115,114,1909-02-10,"The Birmingham age-herald","Birmingham","Ala","https://articleextractor.org/pages//114/au_flagg_ver01/sn85038485/1909/02/10/ed-1/seq-1/0?user_id=6","sn85038485",1909,"02","10","ed-1","Birmingham,  Ala",0,2023-01-23 21:02:58,1,0,0,0,0,"null","AL"
"116",116,116,115,1909-04-20,"The Barre daily times.","Barre","Vt","https://articleextractor.org/pages//115/vtu_cauliflower_ver01/sn91066782/1909/04/20/ed-1/seq-3/0?user_id=6","sn91066782",1909,"04","20","ed-1","Barre,  Vt",0,2023-01-23 21:02:58,1,0,0,0,0,"null","VT"
"117",117,117,116,1900-03-29,"The Saint Paul globe.","St. Paul","Minn","https://articleextractor.org/pages//116/mnhi_nisswa_ver01/sn90059523/1900/03/29/ed-1/seq-4/0?user_id=6","sn90059523",1900,"03","29","ed-1","St. Paul,  Minn",0,2023-01-23 21:02:58,1,0,0,0,0,"null","MN"
"118",118,118,117,1909-09-11,"Martinsburg herald","Martinsburg","W.","https://articleextractor.org/pages//117/wvu_casper_ver01/sn85059533/1909/09/11/ed-1/seq-6/0?user_id=6","sn85059533",1909,"09","11","ed-1","Martinsburg,  W.",0,2023-01-23 21:02:58,1,0,0,0,0,"null","WV"
"119",119,119,118,1899-08-25,"The Goodland republic","Goodland","Kan","https://articleextractor.org/pages//118/khi_brown_ver01/sn85030821/1899/08/25/ed-1/seq-1/0?user_id=6","sn85030821",1899,"08","25","ed-1","Goodland,  Kan",0,2023-01-23 21:02:58,1,0,0,0,0,"null","KS"
"120",120,120,119,1900-10-23,"Hopkinsville Kentuckian","Hopkinsville","K","https://articleextractor.org/pages//119/kyu_inxs_ver01/sn86069395/1900/10/23/ed-1/seq-4/0?user_id=6","sn86069395",1900,"10","23","ed-1","Hopkinsville,  K",0,2023-01-23 21:02:58,1,0,0,0,0,"null","KS"
"121",121,121,120,1900-06-14,"Warren sheaf","Warren","Marshal","https://articleextractor.org/pages//120/mnhi_orr_ver01/sn90059228/1900/06/14/ed-1/seq-2/0?user_id=6","sn90059228",1900,"06","14","ed-1","Warren,  Marshal",0,2023-01-23 21:02:58,1,0,0,0,0,"null","MS"
"122",122,122,121,1898-06-17,"The evening bulletin","Maysville","Ky","https://articleextractor.org/pages//121/kyu_bronze_ver01/sn87060190/1898/06/17/ed-1/seq-4/0?user_id=6","sn87060190",1898,"06","17","ed-1","Maysville,  Ky",0,2023-01-23 21:02:58,1,0,0,0,0,"null","KY"
"123",123,123,122,1899-08-04,"The Hickman courier","Hickman","Ky","https://articleextractor.org/pages//122/kyu_fargo_ver01/sn85052141/1899/08/04/ed-1/seq-2/0?user_id=6","sn85052141",1899,"08","04","ed-1","Hickman,  Ky",0,2023-08-10 20:47:16,0,1,0,0,9,"Generic User 3","KY"
"124",124,124,123,1900-03-29,"The news & observer","Raleigh","N.C","https://articleextractor.org/pages//123/ncu_griffin_ver01/sn85042104/1900/03/29/ed-1/seq-4/0?user_id=6","sn85042104",1900,"03","29","ed-1","Raleigh,  N.C",0,2023-01-23 21:02:58,1,0,0,0,0,"null","NC"
"125",125,125,124,1912-03-26,"Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//124/vi_isogawa_ver01/sn85025007/1912/03/26/ed-1/seq-3/0?user_id=6","sn85025007",1912,"03","26","ed-1","Alexandria,  D.C",0,2023-01-23 21:02:58,1,0,0,0,0,"null","DC"
"126",126,126,125,1912-11-14,"The times dispatch","Richmond","Va","https://articleextractor.org/pages//125/vi_gray_ver01/sn85038615/1912/11/14/ed-1/seq-2/0?user_id=6","sn85038615",1912,"11","14","ed-1","Richmond,  Va",0,2023-08-10 20:52:29,0,0,1,0,9,"Generic User 3","VA"
"127",127,127,126,1911-01-19,"The Barre daily times.","Barre","Vt","https://articleextractor.org/pages//126/vtu_cauliflower_ver01/sn91066782/1911/01/19/ed-1/seq-2/0?user_id=6","sn91066782",1911,"01","19","ed-1","Barre,  Vt",0,2023-01-23 21:02:58,1,0,0,0,0,"null","VT"
"128",128,128,127,1912-09-10,"Ottumwa tri-weekly courier","Ottumwa","Iow","https://articleextractor.org/pages//127/iahi_hawkeye_ver01/sn86061215/1912/09/10/ed-1/seq-1/0?user_id=6","sn86061215",1912,"09","10","ed-1","Ottumwa,  Iow",0,2023-08-10 20:55:17,0,1,0,0,9,"Generic User 3","IA"
"129",129,129,128,1912-12-10,"The Barre daily times.","Barre","Vt","https://articleextractor.org/pages//128/vtu_daikon_ver01/sn91066782/1912/12/10/ed-1/seq-3/0?user_id=6","sn91066782",1912,"12","10","ed-1","Barre,  Vt",0,2023-01-23 21:02:58,1,0,0,0,0,"null","VT"
"130",130,130,129,1912-12-10,"The Dakota chief.","Gann Valley","Bu","https://articleextractor.org/pages//129/sdhi_honeydew_ver01/sn99068086/1912/12/10/ed-1/seq-7/0?user_id=6","sn99068086",1912,"12","10","ed-1","Gann Valley,  Bu",0,2023-08-10 20:59:32,0,1,0,0,9,"Generic User 3","SD"
"131",131,131,130,1912-05-11,"The Appeal","Saint Paul","Min","https://articleextractor.org/pages//130/mnhi_funkley_ver02/sn83016810/1912/05/11/ed-1/seq-2/0?user_id=6","sn83016810",1912,"05","11","ed-1","Saint Paul,  Min",0,2023-01-23 21:02:58,1,0,0,0,0,"null","MN"
"132",132,132,131,1911-10-19,"The Alliance herald.","Alliance","Box B","https://articleextractor.org/pages//131/nbu_ford_ver02/2010270501/1911/10/19/ed-1/seq-2/0?user_id=6","2010270501",1911,"10","19","ed-1","Alliance,  Box B",0,2023-01-23 21:02:58,1,0,0,0,0,"null","NE"
"133",133,133,132,1909-06-10,"The Caucasian.","Clinton","N.C","https://articleextractor.org/pages//132/ncu_haw_ver01/sn91068245/1909/06/10/ed-1/seq-2/0?user_id=6","sn91068245",1909,"06","10","ed-1","Clinton,  N.C",0,2023-08-10 21:05:23,0,1,0,0,9,"Generic User 3","NC"
"134",134,134,133,1912-10-15,"Wausau pilot","Wausau","Wis","https://articleextractor.org/pages//133/whi_augurey_ver01/sn85040749/1912/10/15/ed-1/seq-8/0?user_id=6","sn85040749",1912,"10","15","ed-1","Wausau,  Wis",0,2023-01-23 21:02:58,1,0,0,0,0,"null","WI"
"135",135,135,134,1912-03-28,"Valentine Democrat.","Valentine","Neb","https://articleextractor.org/pages//134/nbu_fairbury_ver01/sn95069780/1912/03/28/ed-1/seq-7/0?user_id=6","sn95069780",1912,"03","28","ed-1","Valentine,  Neb",0,2023-01-23 21:02:58,1,0,0,0,0,"null","NE"
"136",136,136,135,1912-01-23,"The Detroit times","Detroit","Mich","https://articleextractor.org/pages//135/mimtptc_hemlock_ver01/sn83016689/1912/01/23/ed-1/seq-3/0?user_id=6","sn83016689",1912,"01","23","ed-1","Detroit,  Mich",0,2023-01-23 21:02:58,1,0,0,0,0,"null","MI"
"137",137,137,136,1912-06-25,"Atlanta Georgian","Atlanta","Ga","https://articleextractor.org/pages//136/gu_hydrus_ver01/sn89053729/1912/06/25/ed-1/seq-2/0?user_id=6","sn89053729",1912,"06","25","ed-1","Atlanta,  Ga",0,2023-01-23 21:02:58,1,0,0,0,0,"null","GA"
"138",138,138,137,1912-12-12,"Burlington weekly free press","Burlington","Vt","https://articleextractor.org/pages//137/vtu_charlotte_ver01/sn86072143/1912/12/12/ed-1/seq-13/0?user_id=6","sn86072143",1912,"12","12","ed-1","Burlington,  Vt",0,2023-08-10 21:15:54,0,1,0,0,9,"Generic User 3","VT"
"139",139,139,138,1912-03-25,"Evening times-Republican","Marshalltown","I","https://articleextractor.org/pages//138/iahi_jolley_ver01/sn85049554/1912/03/25/ed-1/seq-1/0?user_id=6","sn85049554",1912,"03","25","ed-1","Marshalltown,  I",0,2023-01-23 21:02:58,1,0,0,0,0,"null","IA"
"140",140,140,139,1912-04-05,"The Sisseton weekly standard.","Sisseton","Rober","https://articleextractor.org/pages//139/sdhi_lightning_ver01/sn99062049/1912/04/05/ed-1/seq-1/0?user_id=6","sn99062049",1912,"04","05","ed-1","Sisseton,  Rober",0,2023-01-23 21:02:58,1,0,0,0,0,"null","SD"
"141",141,141,140,1911-08-16,"The Wheeling intelligencer","Wheeling","W. Va","https://articleextractor.org/pages//140/wvu_boreman_ver01/sn86092536/1911/08/16/ed-1/seq-7/0?user_id=6","sn86092536",1911,"08","16","ed-1","Wheeling,  W. Va",0,2023-02-12 00:37:06,0,1,0,0,0,"null","WV"
"142",142,142,141,1909-05-14,"The Detroit times","Detroit","Mich","https://articleextractor.org/pages//141/mimtptc_edenville_ver01/sn83016689/1909/05/14/ed-1/seq-2/0?user_id=6","sn83016689",1909,"05","14","ed-1","Detroit,  Mich",0,2023-08-10 21:20:21,0,1,0,0,9,"Generic User 3","MI"
"143",143,143,142,1912-11-17,"The sun","New York",NA,"https://articleextractor.org/pages//142/nn_ehrlich_ver02/sn83030272/1912/11/17/ed-1/seq-14/0?user_id=6","sn83030272",1912,"11","17","ed-1","New York , NA",0,2023-01-23 21:02:58,1,0,0,0,0,"null",NA
"144",144,144,143,1909-01-23,"The Tacoma times","Tacoma","Wash","https://articleextractor.org/pages//143/wa_dogwood_ver01/sn88085187/1909/01/23/ed-1/seq-8/0?user_id=6","sn88085187",1909,"01","23","ed-1","Tacoma,  Wash",0,2023-08-11 12:21:56,0,1,0,0,9,"Generic User 3","WA"
"145",145,145,144,1911-03-16,"Hopkinsville Kentuckian","Hopkinsville","K","https://articleextractor.org/pages//144/kyu_kryptonite_ver01/sn86069395/1911/03/16/ed-1/seq-4/0?user_id=6","sn86069395",1911,"03","16","ed-1","Hopkinsville,  K",0,2023-08-11 12:23:11,0,1,0,0,9,"Generic User 3","KS"
"146",146,146,145,1912-10-03,"The Prescott daily news.","Prescott","Ark","https://articleextractor.org/pages//145/arhi_hypno_ver02/sn90050307/1912/10/03/ed-1/seq-4/0?user_id=6","sn90050307",1912,"10","03","ed-1","Prescott,  Ark",0,2023-01-23 21:02:58,1,0,0,0,0,"null","AR"
"147",147,147,146,1910-07-05,"Santa Fe new Mexican","Santa Fe","N.M","https://articleextractor.org/pages//146/nmu_irving_ver01/sn84020630/1910/07/05/ed-1/seq-1/0?user_id=6","sn84020630",1910,"07","05","ed-1","Santa Fe,  N.M",0,2023-01-23 21:02:58,1,0,0,0,0,"null","NM"
"148",148,148,147,1910-07-09,"The Paducah evening sun","Paducah","Ky","https://articleextractor.org/pages//147/kyu_nirvana_ver01/sn85052114/1910/07/09/ed-1/seq-1/0?user_id=6","sn85052114",1910,"07","09","ed-1","Paducah,  Ky",0,2023-01-23 21:02:58,1,0,0,0,0,"null","KY"
"149",149,149,148,1910-03-18,"Rock Island Argus.","Rock Island","Il","https://articleextractor.org/pages//148/iune_index_ver01/sn92053934/1910/03/18/ed-1/seq-1/0?user_id=6","sn92053934",1910,"03","18","ed-1","Rock Island,  Il",0,2023-01-23 21:02:58,1,0,0,0,0,"null","IL"
"150",150,150,149,1910-07-08,"The Big Sandy news","Louisa","Ky","https://articleextractor.org/pages//149/kyu_flamingo_ver01/sn83004226/1910/07/08/ed-1/seq-2/0?user_id=6","sn83004226",1910,"07","08","ed-1","Louisa,  Ky",0,2023-01-23 21:02:58,1,0,0,0,0,"null","KY"
"151",151,151,150,1910-03-18,"The Fargo forum and daily republican","Fargo","N.D","https://articleextractor.org/pages//150/ndhi_gorn_ver01/sn85042224/1910/03/18/ed-1/seq-1/0?user_id=6","sn85042224",1910,"03","18","ed-1","Fargo,  N.D",0,2023-01-23 21:02:58,1,0,0,0,0,"null","ND"
"152",152,152,151,1911-01-19,"Oxford eagle.","Oxford","Lafayet","https://articleextractor.org/pages//151/msar_diamond_ver01/sn87065469/1911/01/19/ed-1/seq-1/0?user_id=6","sn87065469",1911,"01","19","ed-1","Oxford,  Lafayet",0,2023-01-23 21:02:58,1,0,0,0,0,"null","MS"
"153",153,153,152,1909-11-12,"The Salt Lake herald-Republican","Salt Lake City",NA,"https://articleextractor.org/pages//152/uuml_seven_ver01/sn85058140/1909/11/12/ed-1/seq-1/0?user_id=6","sn85058140",1909,"11","12","ed-1","Salt Lake City,",0,2023-01-23 21:02:58,1,0,0,0,0,"null",NA
"154",154,154,153,1910-03-10,"The Washington herald","Washington","D.C","https://articleextractor.org/pages//153/dlc_lima_ver01/sn83045433/1910/03/10/ed-1/seq-1/0?user_id=6","sn83045433",1910,"03","10","ed-1","Washington,  D.C",0,2023-01-23 21:02:58,1,0,0,0,0,"null","DC"
"155",155,155,154,1910-06-17,"The Madison daily leader","Madison","S.D","https://articleextractor.org/pages//154/sdhi_grenada_ver01/sn99062034/1910/06/17/ed-1/seq-4/0?user_id=6","sn99062034",1910,"06","17","ed-1","Madison,  S.D",0,2023-01-23 21:02:58,1,0,0,0,0,"null","SD"
"156",156,156,155,1909-11-25,"The Salt Lake herald-Republican","Salt Lake City",NA,"https://articleextractor.org/pages//155/uuml_seven_ver01/sn85058140/1909/11/25/ed-1/seq-6/0?user_id=6","sn85058140",1909,"11","25","ed-1","Salt Lake City,",0,2023-01-23 21:02:58,1,0,0,0,0,"null",NA
"157",157,157,156,1910-05-01,"The times dispatch","Richmond","Va","https://articleextractor.org/pages//156/vi_grundy_ver01/sn85038615/1910/05/01/ed-1/seq-5/0?user_id=6","sn85038615",1910,"05","01","ed-1","Richmond,  Va",0,2023-01-23 21:02:58,1,0,0,0,0,"null","VA"
"158",158,158,157,1898-01-07,"The Kinsley graphic","Kinsley","Kan","https://articleextractor.org/pages//157/khi_douglas_ver01/sn84029671/1898/01/07/ed-1/seq-6/0?user_id=6","sn84029671",1898,"01","07","ed-1","Kinsley,  Kan",0,2023-01-23 21:02:58,1,0,0,0,0,"null","KS"
"159",159,159,158,1910-08-12,"The Ogden standard","Ogden City","Uta 1902-1910","https://articleextractor.org/pages//158/uuml_fifteen_ver01/sn85058398/1910/08/12/ed-1/seq-2/0?user_id=6","sn85058398",1910,"08","12","ed-1","Ogden City,  Uta 1902-1910",0,2023-01-23 21:02:58,1,0,0,0,0,"null","UT"
"160",160,160,159,1912-09-01,"The sun","New York",NA,"https://articleextractor.org/pages//159/nn_ehrlich_ver02/sn83030272/1912/09/01/ed-1/seq-10/0?user_id=6","sn83030272",1912,"09","01","ed-1","New York , NA",0,2023-01-23 21:02:58,1,0,0,0,0,"null",NA
"161",161,161,160,1912-02-15,"Bryan daily eagle and pilot","Bryan","Tex","https://articleextractor.org/pages//160/txdn_jaguar_ver01/sn86088651/1912/02/15/ed-1/seq-1/0?user_id=6","sn86088651",1912,"02","15","ed-1","Bryan,  Tex",0,2023-01-23 21:02:58,1,0,0,0,0,"null","TX"
"162",162,162,161,1910-06-03,"Atlanta semi-weekly journal.","Atlanta","Ga","https://articleextractor.org/pages//161/gu_graco_ver01/sn86090947/1910/06/03/ed-1/seq-8/0?user_id=6","sn86090947",1910,"06","03","ed-1","Atlanta,  Ga",0,2023-01-23 21:02:58,1,0,0,0,0,"null","GA"
"163",163,163,162,1912-01-30,"Evening times-Republican","Marshalltown","I","https://articleextractor.org/pages//162/iahi_jolley_ver01/sn85049554/1912/01/30/ed-1/seq-1/0?user_id=6","sn85049554",1912,"01","30","ed-1","Marshalltown,  I",0,2023-01-23 21:02:58,1,0,0,0,0,"null","IA"
"164",164,164,163,1910-07-09,"Evening bulletin","Honolulu",NA,"https://articleextractor.org/pages//163/hihouml_king_ver02/sn82016413/1910/07/09/ed-1/seq-15/0?user_id=6","sn82016413",1910,"07","09","ed-1","Honolulu ,",0,2023-01-23 21:02:58,1,0,0,0,0,"null",NA
"165",165,165,164,1882-03-08,"Daily Republican",NA,"De","https://articleextractor.org/pages//164/deu_glisseo_ver01/sn84038114/1882/03/08/ed-1/seq-1/0?user_id=6","sn84038114",1882,"03","08","ed-1",",  De",0,2023-01-23 21:02:58,1,0,0,0,0,"null","DE"
"166",166,166,165,1910-11-15,"The Evening standard","Ogden City","Uta","https://articleextractor.org/pages//165/uuml_fifteen_ver01/sn85058397/1910/11/15/ed-1/seq-1/0?user_id=6","sn85058397",1910,"11","15","ed-1","Ogden City,  Uta",0,2023-01-23 21:02:58,1,0,0,0,0,"null","UT"
"167",167,167,166,1882-10-27,"Daily globe","St. Paul","Minn","https://articleextractor.org/pages//166/mnhi_chaska_ver01/sn83025287/1882/10/27/ed-1/seq-2/0?user_id=6","sn83025287",1882,"10","27","ed-1","St. Paul,  Minn",0,2023-01-23 21:02:58,1,0,0,0,0,"null","MN"
